путь,категории_ПДн,количество_находок,УЗ,формат_файла
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_97.html,"обычные:1, государственные:2",3,УЗ-2,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\y\zzy25e00\2024090592.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\DSUStatuteswef02-11-2020.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_183.html,нет,0,нет ПДн,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\123126_800.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\x\zzx70d00\517756535+-6535.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D0%9F_2025_19.01.2025_%D0%B8%D1%82%D0%BE%D0%B31.pdf,"обычные:11, биометрические:1, специальные:1",13,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\8037_900.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\2836674_900.jpg,биометрические:4,4,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Документы партнеров\capsula_neo_instruction.pdf,обычные:3,3,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\дочерние предприятия\Billing\subscribers.csv,"обычные:346, государственные:96",442,УЗ-2,csv
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\FCC-12-9A1.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_484.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P639.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.04.01_spanish.pdf,"обычные:2, специальные:1",3,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 41.04.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\Russia.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Aula_Hispanica_plano_rus_2014-2015.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.03.02_ОС_Псих.пед.обр._compressed.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\anatom_fiziolog.pdf,"обычные:3, биометрические:1, специальные:1",5,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\dog_pril1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\060402_M_3_20082020.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\BCA_brochure_2025.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Progress%20report%20on%20the%20implementation%20of%20the%20Excellence%20Initiative%20-%20Research%20University%20by%20TUL.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\240717_1000.png,биометрические:2,2,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Language_Teaching_in_the_Modern_Digital_Era.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_64.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_479.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\о назначении ио ректора Шевченко ИК 2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\4580600_A_Handbook_on_Basics_of_Cyber_Hygiene.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1926844_300.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Letter_approval_the_Order_458.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\lit_ino.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus%20ASPT%20methods.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\27_03_01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\17135_900.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4514075_900.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\422589_1000.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\42.04.00.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.3.5.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\523.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\3944_900.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P1000_15.06.20.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\679.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\products.json,нет,0,нет ПДн,json
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F373-%D0%9E%D0%94%20%D0%A0%D0%B5%D0%B3%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%A6%D0%B5%D0%BD%D1%82%D1%80%20%D0%BA%D0%BE%D0%BC%D0%BF%D0%B5%D1%82%D0%B5%D0%BD%D1%86%D0%B8%D0%B9.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1783651_800.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\fb66cb01477a968bfe786611fb0eea9b.pdf,"обычные:7, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4492_original.png,биометрические:3,3,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\1.1.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\polzovatelskoe-soglashenie.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Otchet_mezhdunarodnaya_deyatelnost_2016.pdf,"обычные:33, специальные:1",34,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\333849_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П239-ОД 07.04.04.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\318528_1000.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\1C_University_publications-instruction.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\BSc_MSc_Basic_Science_brochure_2025.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\040501_C_3_08082017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\11773_original.jpg,биометрические:6,6,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ist.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ist_soc_rab.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\279050_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\DSCF4289.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pfhd_2025_02.pdf,"обычные:6, государственные:1, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_350.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\social2023.pdf,"обычные:1, специальные:1",2,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_153.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_217.html,"обычные:10, государственные:2, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\020303_B_3_18092017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\isk_int.pdf,"обычные:6, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B8%D0%B5%20%D0%B2%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B5%20%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%D0%B0.docx,обычные:1,1,УЗ-4,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 39.03.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\144148_800.jpg,биометрические:4,4,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%98%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%B2%20%D0%A3%D1%81%D1%82%D0%B0%D0%B2%20%D0%BE%D1%82%2013%20%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8F%202022.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P562_14.04.20.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\356548_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1117_16.05.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pravila_priema2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П2357.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\mc201205.pdf,"обычные:22, специальные:1",23,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95607443-14438121-image-a-19_1740578960890.jpg,биометрические:19,19,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство ПОА 01.04.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\126636_800.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\121698_800.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\090303_B_3_17102017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство ПОА 11.04.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\p64od2016.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 44.03.04.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\19n.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_368.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.2.3.pdf,"обычные:8, специальные:1",9,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\631839_1000.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\The_SRC.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P300.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.04.04.pdf,"обычные:2, специальные:1",3,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1438.pdf,"обычные:4, специальные:1",5,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\sved_o_d_f_v_2014.doc,нет,0,нет ПДн,doc
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\45.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\46.04.01.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1316267_800.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ConfPABCProgram_2023.pdf,"обычные:2, специальные:1",3,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\prikaz_10n_ot_26.07.2018.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Ð Ð¾ÑÑÐ¾Ð²-Ð½Ð°-ÐÐ¾Ð½Ñ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\1.2.2_mat_mod.pdf,"обычные:1, специальные:1",2,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\9931_540.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus%20ADVANCED%20PROBLEMS%20OF%20MATHEMATICAL%20PHYSICS.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_204.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\x\zzx98e00\2031513374.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\fc6c7f01846b6ad5a70eb9bf49eb0d90.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\pril1_14112652.pdf,обычные:3,3,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\363056_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\345012_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Cod_etica_2023.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%202021.pdf,"обычные:9, специальные:1",10,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\13954_900.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\instr_PNO.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14440421_original.jpg,биометрические:14,14,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14438204_original.jpg,биометрические:17,17,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\354897_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ped_doshk.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14352258_600.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\100_bak_Urmosh.docx,нет,0,нет ПДн,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_198.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\09.03.01_Информатика и вычислительная техника.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_124.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\7641928_original.jpg,биометрические:9,9,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Errand_RFFI-form-v2.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\76845_original.jpg,биометрические:5,5,УЗ-1,jpg
